貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2015-05-18 11:08:51+00:00,136845026417486_611647285603922,"今天上午我到臺北市議會，針對十二年國教暨併校議題、營養午餐調漲案和食安議題因應進行專案報告。

一個負責任的政府，應該讓孩子在新生入學時就了解升學方案，才能掌握學習方向。很遺憾的，近年的做法讓家長和孩子無所適從，造成他們的恐慌。我認為，即使無法在入學時就確定升學辦法，至少要前一年公布。因此，我今天在市議會公開承諾，今年8月1號前一定會決定明年的升學方案，讓家長和孩子有所準備。

我的施政原則是民意（學生需求、家長接受）、專業（公平分發、適性入學）、價值（公開透明、多元參與）。臺北市政府會和教育部、新北市、基隆市、家長團體、教師團體決定出最適切的升學辦法，不再讓家長跟孩子受罪。此外，在少子化的趨勢下，併校是必然的做法，而首要目標是提升教育品質、妥適運用教育資源，即使併校，孩子的教育也不會縮水。

政策的形成有兩個原則，「聽人民的跟聽專家的」，透過議員的質詢，可以發現政策需要修正的地方，也可聽到更多元的民意。",,12910,136
2015-05-17 11:29:36+00:00,136845026417486_611328538969130,"今天晚上七點半，臺北市立國樂團將舉辦「網路音樂會」，讓音樂無遠弗屆。

網路打破時間、地域的限制，讓民眾可以隨時隨地聆聽音樂，行動不便或遠在偏鄉的人，也不用舟車勞頓往返音樂廳，更讓無法負擔票價的人可以觀賞到優質的音樂會。

為了這場網路音樂會，臺北市立國樂團一個月前企畫虛擬樂團演奏《嗡嗡嗡變奏曲》，我當時也「身先士卒」錄製了一段敲木琴的影片，呼籲大家來投稿。

感謝市民朋友的參與，經過臺北市立國樂團的努力，虛擬樂團的《嗡嗡嗡變奏曲》即將在網路上呈現給大家。

臺北市立國樂團官網：www.tco.gov.taipei

網路音樂會頻道：www.twitch.tv/tcorchestra",,9196,146
2015-05-16 08:35:08+00:00,136845026417486_611025368999447,"今早視察貴子坑鄉村俱樂部拆除情形。

貴子坑案之爆發，起源於政風處通報有產業局同仁因違法核准溫泉開鑿而被起訴。我追問該案之後，發現貴子坑鄉村俱樂部已被檢舉違建12次，共有18處，而北市府建管處也已拆除違建且結案12次！每次都有結案報告，還附有拆前拆後之照片。我當時聽完報告氣瘋了，為什麼拆了12次的違建，竟然變成有高爾夫球場、溫泉湯屋、游泳池、餐廳、露天咖啡座......的俱樂部？

我認為現階段臺灣最重要的政治工程是重建人民對政府之信任。要達成這個目標，就要先建立一個值得人民信任的政府，並且這個政府可以讓公務員安心公正的執法。當一個明目張膽的違建矗立在那裡，如何要求其他的國民守法？當一個國家的國民相信：「有關係的，沒關係；沒關係的，有關係。」這個國家註定難以翻身，因為所有的政令都難以推動。我上任以後，發現很多改建案、都更案、聯合開發案，都因人民對政府之不信任而推動困難。臺灣社會近年停滯不前，最大的原因在此，因為我們有一個失去人民信任的政府。

今早幕僚告訴我，內湖區公所有3名公務員因私挖道路圖利地主被起訴，而貴子坑案，除了原來一名因違法開鑿溫泉被起訴的，目前已有3名建管處同仁被列被告，雖然都無保請回，隨著檢察官偵辦案情還在擴大。我不認為這些通過國家考試而任用的公務員，會為了一些小利而貪贓枉法。雖然我一再宣示：臺北市府的公務員，不必服務政黨，不必服務政治，更不用服務市長，只需服務台北市民。但如何讓基層公務人員在數不清的協調會、現勘、長官的暗示......之下，仍能安心的依法行政，更是我要努力的。

我站在這些拆除的違建之前，下定決心要建立一個值得人民信任的政府。",,19263,466
2015-05-15 08:19:10+00:00,136845026417486_610749632360354,"在世界各國，有許多成功的典範，政府開放合適的公共建設，引進企業的資金、管理和技術，讓人民享受更好的服務品質，創造政府、企業和人民的三贏。我國也因此設立了「促進民間參與公共建設法」來鼓勵企業投入公共建設，可是就結果來看，許多案例都是合法不合理，不僅違背公平正義，更無助產業環境，讓人民失望。
 
「凡事不以個案處理」，這是我希望市府同仁處理市政問題的原則和態度。我總是說，看到一個問題時，不要單單想解決這個問題，而要從制度面去改善，從根本上地修正SOP，才能防止這類問題再次發生。如今部分特定促參案件受到國人及媒體的高度關注，當初的過程現在重新受到檢視，但我更關心的是，如何從制度面修正，避免出現下一個不符市民期待的BOT？ 
 
市府將於5月17日(日)舉辦BOT(Build-Operate-Transfer)制度研討會，我始終相信，眾人的智慧會大於個人的智慧，市府歡迎產官學界一起參與討論，我也知道，制度面的問題往往不是一朝一夕可以改變，但面對問題是解決問題的第一步，這個星期日，邀請你一起來打造一個更好的台北。
 
活動報名頁面 http://goo.gl/forms/pHU4uo1q5e 
報名時間至104年5月16日(六)中午12:00止，名額額滿即截止報名。",,11939,257
2015-05-14 11:01:17+00:00,136845026417486_610482769053707,"前天我到啟聰、啟明、文山特殊學校及五常國小了解特殊教育的現況，發現特教的孩子是有潛力的，只要接受好的教育，一樣可以照顧自己、服務別人。

我旁聽了視障生接受融合教育的課程，這些視障生不但能一邊聽老師講課，還能一邊使用點字書，學習上幾乎沒有障礙；我還參觀多障班學生製作的皮雕和陶瓷品，以及視障生的油畫課程，這些孩子克服先天障礙展現藝術天分，讓我很佩服；我也到餐廳了解學校提供給住宿生的晚餐。

離開前我遇到復健按摩科和表演藝術科的學生，他們都在學校學得一技之長，還參加考試取得證照，我現場「體驗」學生所學成果，他們不但幫我按摩，還演奏薩克斯風給我聽，讓這趟視察之旅很「享受」。

「人不能生而平等，但起碼教育跟醫療要平等」，謝謝無私奉獻的特教老師們，給特教孩子平等的教育，發掘他們無限的潛力。",,22383,457
2015-05-13 14:21:46+00:00,136845026417486_610243505744300,"前幾天金馬獎執行委員會主席張艾嘉、執行長聞天祥 、總監王佳宜來拜訪我，討論從今年到107年的「臺北金馬影展」合作事宜。

先前文化局倪重華局長來找我，說要進行一件「挽救國家的重要任務」，原來就是要爭取今年的金馬獎在臺北舉辦，說一定要挽救國片。我也認為臺灣的電影需要更多的支持，因此答應台北市府會大力支持金馬獎在台北舉辦。

金馬獎是華語地區歷史最悠久的電影獎項，有一定的公信力，每次舉辦時也都備受關注。我一直希望臺北成為一座文化城市，希望藉由國際上的電影人來參加影展時，讓臺北跟國際的藝術有更多的交流，加速國片的發展。",,10849,83
2015-05-12 11:12:18+00:00,136845026417486_609904355778215,"我剛進臺大醫院時，遇到看不懂的病例，就找單位內看起來最資深的護理師，問以前遇到這種情形，都是怎麼處理的？他們怎麼講，我差不多就怎麼做，也大致不會差錯。所以這些護理師，可以說在我的住院醫師生涯中最重要的老師。

我升主治醫師後，臺大外科加護病房也進入轉型期，各種裝備、藥物，包括葉克膜不斷引進，因此我跟外科加護病房的護理師一起研究前進。這份共患難的情感，讓護理師成為我的「伙伴」，他們的辛苦我完全能體會。

我交代聯合醫院黃勝堅總院長，儘量讓每一位在醫院工作的同仁都達到同工同酬，就算無法占公務員的職缺，但至少薪水要拉平，不管是否具備公務人員身份，要做到同工同酬，這也是實現公平正義。臺北市立聯合醫院會從6月1日起開始實施。

做為過去工作上的夥伴，在國際護師節的今天，我對護理師除了感謝，還是感謝！",,51751,1413
2015-05-11 12:07:54+00:00,136845026417486_609643252470992,"一早就聽到幕僚在討論棒球，一問之下，才知道臺灣知名旅美好手陳偉殷昨日率領巴爾的摩金鶯隊，以6:2擊敗紐約洋基隊，拿下個人本季首勝，而且投球內容很優質，七局才掉一分，真是臺灣之光！

其實不只在棒球，臺灣不同領域的優秀人才，都在全球各地不斷地耕耘打拼，為臺灣搏得國際美名，這才是臺灣最珍貴的資產：蓬勃、豐富、多元的公民生命力，這是我們驕傲的地方，但也是政府應該汗顏並反思的課題：我們要做些什麼才能跟上公民的腳步？這也是我堅持「開放政府、全民參與」，未來市府要更加開放市政，並充分結合公民社會力，並肩前進。

陳偉殷賽後面對媒體詢問首勝感想時，他簡短地說：「保持自信，盡力去投。」讓我很感動。人生百年，轉瞬即逝，在過程中會遇到許多不同的困難與挑戰，但我們就是秉持信念，勇往直前！",,25215,185
2015-05-10 12:55:01+00:00,136845026417486_609379249164059,"今天是母親節，除了祝天下的媽媽母親節快樂，還要特別感謝我生命中最重要的兩位媽媽。

我媽媽跟我一樣是很執著的人，一旦決定要做就不會輕意放棄。競選時，她為我去掃街拜票，即使走到腳都腫起來，還是說她不會累，包著護膝繼續走，就是為了要爭取每一張票。

我太太不只扮演妻子、媽媽的角色，同時也是一位小兒科醫生，工作辛苦，還要值夜班，下班後還要打理家裡的大小事。她個性溫柔，但只要我遭受不平的對待，她一定會為我捍衛到底。

這兩位偉大的女性讓我的生命更完整，她們一路以來的支持，讓我無後顧之憂去做對的事情。謝謝你們，母親節快樂！",,66625,314
2015-05-09 11:04:35+00:00,136845026417486_609053085863342,"今早我到臺中市政府，與林佳龍市長討論中捷事故的善後檢討與復工計畫。我認為，不管是臺中還是臺北市民最重視的仍是安全問題，因此檢討層面要擴大，不是只有施工，包括監造、監工，各個層面的SOP要全部重新審視。北市府會根據臺中市府提出的問題，重寫善後報告、重整SOP，在確保安全無虞的前提下，儘速讓中捷復工。

會談結束後，我去探望事故中受傷的工人，他們恢復得很好，應該很快就能出院。一進到病房，我又變成了「柯醫師」，握著其中一位傷患的手，慰問之外，還提醒他該去治療右手的慢性接觸性皮膚炎。",,22002,200
2015-05-07 05:57:14+00:00,136845026417486_608416215927029,"上星期天參加101國際登高賽，繼登玉山、腳踏車環島和大甲媽祖遶境後，我又完成一項體能挑戰。參賽前花了約三個禮拜的時間練習，爬樓梯上班、請教練做體能訓練。如果決定要做，就要把它做好，這是我的信念。

我特地把2017世界大學運動會的宣傳圖樣印到參賽服裝上，順便置入性行銷，讓2017世大運引領臺北成為以運動為風格的城市。

其實當天我的狀況不佳，但還是咬緊牙關爬完全程。如果你問我爬完的心情，就是……很累！",,15138,313
2015-05-07 02:05:20+00:00,136845026417486_608370495931601,"威尼斯雙年展，是世界級的藝術重大盛事，這次由臺北市立美術館策劃的威尼斯雙年展臺灣館，有別過去的形式，找來了臺灣當代藝術家吳天章，以他獨特的藝術語彙，代表臺灣跟世界對話。

另外，這次協助製作團隊的成員，有許多是過去協助我拍攝影片的年輕人，這11分鐘影片除了描述吳天章大師詭譎、浪漫的氣質，帶有濃厚的臺灣本土色彩及時代感的藝術觀點外，也可以看到當初合作的夥伴，回歸到自己工作崗位的身影，默默為臺灣的文化努力。

在此預祝開展順利，讓世界能看見臺灣文化底蘊。

相關展覽訊息：
http://www.tfam.museum/Exhibition/Exhibition_page.aspx?ddlLang=zh-tw&id=531

2015威尼斯雙年展《Wu Tien-chang: Never Say Goodbye 吳天章：別說再見》長版紀錄片Part1：
https://www.youtube.com/watch?v=1arIe9iKlAs&list=PL3WevZTlIGoKZewIuYPu_T4c-kiH78egz&index=1",,7601,112
2015-05-06 11:10:39+00:00,136845026417486_608213599280624,"從選舉時的「野生官網unlimited設計工作營」，到前陣子參觀「黑客松（Hackathon 程式設計馬拉松）」，我發現，只要開放出有用的資料，民間的創意會是無窮的，而這些創意最終能讓全體市民受惠。

基於此理念，5月23日我們將舉行「臺北市政府Hackathon」，透過市府現有的開放資料，讓程式好手們能任意發想創意，同時檢視市府平台，而比賽的成果會以開源 (open source) 方式對公眾釋出，作為以後發展服務的基石。

我相信更透明的開放資料，將帶來民主及公共服務的進步，歡迎一同參加「臺北市政府Hackathon」，無論比賽的成果為何，我們皆感謝參與者對市政的投注和用心。

報名網址：http://doittpe.kktix.cc/events/doit-hackathon
活動網站：http://hackathon.data.taipei/
活動時間：2015/05/23 08:30 ~ 18:30 
報名時間：2015/04/27(一) ~ 2015/05/012(二)
獎金：總獎金新臺幣 18 萬元整。
---------------------------------
圖片引用自g0v.tw：https://www.facebook.com/g0v.tw/photos/a.456791061028852.107377.454607821247176/910319122342708/?type=1&theater",,8856,240
2015-05-06 06:11:06+00:00,136845026417486_608176575950993,"小慧，今年48歲，18年前因意外，導致臉部、耳朵、手臂到手指都有明顯燒燙傷，左、右手指也都截肢，僅剩一點拇指及食指。小慧受傷後展開了長達8年的求職路，曾從事KTV歌曲播放員，也當過行政總務，最後仍因企業與社會種種的刻板印象，還是無法長期穩定就業。

後來，小慧來到了臺北市政府勞動局的身心障礙者就業大樓，投入了社會企業，目前小慧接受了客服的基本禮數、應對技巧，以及線上文字客服的專業技能訓練，小慧現在除了上機應對客戶外，也和團隊夥伴建立客服線上知識庫。從一開始的不適應及挫敗，到現在即使遇到困難，小慧仍選擇面對心中的恐懼，挑戰大家認為的不可能。

小慧的故事是社會企業跟身心障礙者結合的最好範例，其實很多身心障礙者不需要金錢援助，他們能夠靠自己的力量自給自足，能夠跟企業並存，並與非身心障礙者一起工作。

從本月開始，臺北市身心障礙者就業大樓與星展銀行合作，將三樓開闢為中型複合式活動場地、小型會議室、微型創業工作室等空間，創建出「臺北社企・星展小棧」。這個前所未有的概念空間，不但是社會企業交流的平台，更結合了社福組織、社會企業、政府與企業四個領域相互合作，整合各單位所投入的土地、資金、經營、設計、行銷人才等資源，是社企界、企業界、社福界與公部門四方攜手的耀眼成果。

一個創新的城市，不僅在硬體建設上要創新，制度上也要創新；不只在經濟上創新，在解決社會問題的方法上也必須創新。未來，臺北市政府將繼續積極鼓勵社會企業，以創新的方式解決公共問題，結合眾人之力，讓首都再生。",,11762,122
2015-05-03 00:40:58+00:00,136845026417486_607307222704595,暖身中，臺北101國際登高賽，臺北市政府準備好了！,,15946,59
2015-05-02 05:19:55+00:00,136845026417486_607095346059116,"2003年爆發SARS疫情，臺灣也嚴重受創，幸好義大利醫師卡羅歐巴尼(Carlo Urbani)早期發現SARS疫情，減少疫情蔓延，拯救人類免於浩劫，自己卻因為在越南服務時，不幸感染而犧牲，其情操令人敬佩。

歐巴尼醫師的傳記《愛無疆界》中文版近期在臺灣發行，上星期他的遺孀來臺灣出席新書發表會，我趁這個機會表達了我對歐巴尼醫師這位「現代史懷哲」的敬佩，也不禁回想起那段人心惶惶的抗SARS期間。

依據我當年參與抗SARS的經驗，通常傳染病造成社會的恐慌，遠比病毒本身造成的破壞性還大。因此在國際交流頻繁的狀況下，平時還是要先準備好防疫的能力，隨時面對可能入侵的傳染病。

「多算勝，少算不勝，而況於不算乎」，我們應平時就認真準備防疫工作，而市府會將市立聯合醫院重新定位為社區醫院的角色，專注於公共衛生、社區防疫，從市聯醫建立基礎防疫體系，保障民眾健康安全。",,13880,220
2015-05-01 12:28:46+00:00,136845026417486_606911566077494,"除了說聲「勞動節快樂」，在五一勞動節我們應該做什麼？

高工時，低工資，惡劣的工作環境，臺灣的勞工當然無法快樂。改善勞動條件，臺北市政府至少不要讓勞工「過勞」，要降低職業災害的風險。

我上任後，臺北市政府修法「勞工權益基金」提高為基本工資的1.2倍，減輕勞工在訴訟期間的經濟壓力；勞動局落實勞動檢查「陪同鑑定人制度」，目前已完成媒體業勞檢，這個月也要再展開金融業和醫療服務業的勞檢專案。

每一位勞工都是偉大城市的基石，他們是最辛苦但卻常被忽略。政府不可因為他們聲音微弱而忽略他們，應該拿出魄力，讓臺北成為「樂業」城市。",,18008,208
2015-05-01 05:58:13+00:00,136845026417486_606846886083962,"星期天上午，我和太太在基隆市長林右昌的邀請下，到基隆碧砂漁港半日遊，體驗製作一夜干、品嚐海鮮料理，本來還計畫搭船出港海釣。基隆的漁產都很新鮮，我太太是澎湖人，對海鮮特別喜歡，當然讚不絕口。

基隆從5月1日到11月1日有「魚躍龍門」遊基隆港活動，包含許多自然和人文的景點，遊玩兼有教育意義。林右昌市長還特別加碼優待，臺北市民只要憑身分證，就可以比照基隆市民享有85折優惠。（活動網址：http://kl.twport.com.tw/travel/）

不過因為風浪大，我和太太都暈船，我太太還吐了，海釣也就取消了。提醒大家搭船前若沒有把握還是先吃暈船藥，不要像我一樣，等開始暈了才吃，已經來不及。",,14177,80
2015-04-30 05:52:27+00:00,136845026417486_606530666115584,"【現在・市府拉青年一把，未來・青年拉國家一把。】

居住正義是這個世代青年的呼籲，我在選前承諾要解決這個問題。上任以來，市府全力推動公共住宅計畫，首部曲就是開放捷運聯開宅供民眾申請。

本次開放龍山寺站、港墘站、台北橋站及新店機廠四處聯開公共住宅共570戶，總計收到2千餘件市民申請案，都市發展局秉持「公開透明」的精神，於29日及30日(星期三、四)下午2時在「臺北市立圖書館」地下二樓演講廳舉辦電腦公開抽籤。為求本次抽籤作業之公平、公正、公開，現場將邀請資策會及律師等社會公正人士共同監督，歡迎申請民眾前往現場參觀。此外，抽籤現場實況亦於都市發展局網站(http://www.udd.gov.taipei/)同步播放。

市府並依住宅法規定照顧弱勢族群，此次招租的4處捷運聯開公共住宅保留10%(57戶)給具特殊身分申請人，因此昨日先進行特殊戶抽籤，今天的二階段抽籤，也會增加特殊戶及設籍本市之青年族群的籤數來提高中籤率。

抽籤結果將於今天晚上8點前於都市發展局網站公布，後續將依各基地、房型抽籤配租順位進行資格複審，合格的青年朋友最快可於5月下旬辦理簽約入住。",,10620,142
2015-04-29 07:29:26+00:00,136845026417486_606202799481704,"昨下午的臺北街頭出現了三十分鐘的安靜，因為配合防空演習(萬安38號)街道淨空。也許有些市民會覺得交通被耽擱了，但是演習如同作戰，如果哪一天台灣真的響起防空警報時，大家才知道如何因應。

隨後，臺北市政府也舉行了全民防衛動員(民安1號)複合式災害演習，演習設定大臺北地區在發生強烈地震後，所引發的一連串災害，包括房屋倒塌、火災、毒氣外洩、變電箱爆炸起火等等的情境，讓所有操演單位針對地震後複合型災害進行演習。來自日本東京消防廳的5名搜救隊員也加入我們的演習計畫，交流彼此經驗。

上週尼泊爾發生強震，造成嚴重損失。「居安思危」，我們應該思考，如果發生在臺北怎麼辦？災難無法預測，但可以準備，發生時才能把傷害降到最低。

我對昨天的演習結果給予高度肯定，事前演練非常紮實，看得出各局處對防災應變有一定水準。感謝市府同仁用心準備，跨局處合作很成功，各位辛苦了。也感謝市民朋友的配合，相信經過這次演習，市民會對市府更有信心！",,14304,107
2015-04-28 04:39:01+00:00,136845026417486_605813466187304,"今天下午一點半到兩點，北部地區（宜蘭縣、基隆市、臺北市、新北市、桃園市、新竹市、新竹縣）將實施半小時的萬安演習，這段時間內，市民朋友請不要在外逗留，在戶外的人請跟著執勤人員的引導，立即進入最近的防空避難所避難；市區中行駛的車輛一律停靠路邊，非幹道上行駛的車輛，則立即向道路兩旁疏散停放。

市府將演習視為實戰，也請市民朋友一起配合，居安思危。",,11772,103
2015-04-27 14:41:38+00:00,136845026417486_605619262873391,"請大家支持「OPTOGO（One Pavilion To Go Taiwan Pavilion）外帶臺灣，前進米蘭」。

2015米蘭世界博覽會，政府的角色不見了，於是OPTOGO發起一場公民運動。這一群年輕人要讓臺灣走出去，讓世界看見台灣，這是世界上首度以「公民發起、群眾募資」的方式來參與世界博覽會。

我個人捐出四十萬支持這項計劃，希望能拋磚引玉，請大家一起幫忙。

「OPTOGO＿自己臺灣自己館，米蘭世博外帶台灣計畫」
募資網址：https://www.zeczec.com/projects/optogo
「米蘭世博會臺灣提案_外帶國家館 OPTOGO」粉絲專頁：https://www.facebook.com/optogo?fref=ts",,19559,887
2015-04-25 13:17:20+00:00,136845026417486_604883909613593,"今天上午到大安森林公園參加生態博覽會開幕式，有兩位聽障朋友拿手機給我看，上面寫著「市長，想請你到建國橋下看看聽障朋友們的畫作」，引起了我的注意。於是中午便趁著行程空檔，和太太一起到建國橋下的藝文特區逛逛。

聽障畫家們熱切地向我介紹他們的作品，雖然我們要靠手語翻譯員才能交談，但透過眼神，能夠直接感受到他們對藝術創作的熱忱，我還買了一幅太太喜歡的畫送給她。

聽障畫家告訴我，很少人知道建國橋下有賣畫，因此買畫的人潮不多。我想請市民朋友週末時，到建國橋下的藝文特區逛逛，欣賞聽障畫家們充滿生命力的創作，也給他們加油打氣。",柯文哲 added 7 new photos.,36678,960
2015-04-24 07:43:37+00:00,136845026417486_604468499655134,"「家」應該是放心、放鬆的所在，有完善的安全設備，才有安心的居家環境。臺北市政府將全面訪視五層樓以下的老舊住宅，推廣設置「住宅用火災警報器」，弱勢族群則會補助安裝，落實「安全之前，人人平等」。此外，臺北市有非常多租屋族，請房東儘速為房客安裝火災警報器，讓在異鄉打拼的人也有安全的第二個家。

「住宅用火災警報器」的用途在於，當偵測到煙霧或熱氣時，會發出警報聲響，讓住戶可以第一時間反應、逃生。提醒市民朋友，購買時要選擇有「內政部消防署個別認可合格標示」的商品。

做最壞的打算、最好的準備。建立更安全的臺北，需要我們一起努力。",,11773,312
2015-04-22 11:10:44+00:00,136845026417486_603813496387301,"地球只有一個，臺灣也只有一個。0422世界地球日，One earth , One family.

【世界地球日，市長的話】
 http://epaper.gov.taipei/public/epaperHTML/542216204971/index.htm",,12706,175
2015-04-21 10:17:41+00:00,136845026417486_603486079753376,"臺北市政府今天公佈10項動物友善政策，從寵物店的繁殖管理；到飼主義務的規範，如重罰棄養、落實絕育、寵物植入晶片、成立貓犬學校等；還有地區義務動保員、精確捕捉有問題的流浪動物、餵養照護制度、街犬TNVR、建立動物友善活動設施等。

關懷生命是文明的表現，心靈強壯的人懂得保護弱小、尊重生命。動物友善城市是臺北市努力的目標，動物保護要全面做起，除了市府的努力，也需要市民朋友一起監督。

如有發現寵物業者出售犬隻時未植入晶片，或來源不合法，請立即通報1999市民熱線，或北市動保處24小時報案專線（02-87913064-5）檢舉。",,17459,730
2015-04-20 09:04:53+00:00,136845026417486_603121019789882,"昨天早上參加松山慈惠堂的「2015萬人淨山健行」，與市民朋友一起爬四獸山。爬山和腳踏車環島一樣，只要兩腳不停就行了，反正慢慢走一定可走完全程。

最近上班時爬樓梯取代搭電梯，節約能源兼運動，也不多花時間，值得推廣。",,24960,110
2015-04-19 10:17:06+00:00,136845026417486_602815513153766,"我的學生詹融怡醫師是專研植髮的皮膚科醫師，她曾在台大外科當過一年住院醫師，後來再轉去皮膚科。比較奇特的是她有交大建築碩士之學位，當年的入學推薦信還是我寫的。

昨天她和先生蔡宗樺醫師的皮膚科診所開幕要我提字，我想了老半天寫了「快樂的過每一天」當做賀詞。其實當醫生的目地，簡單的說不過就是讓人們在充滿煩惱的塵世中可以高興一點、快樂一點罷了。

希望他們夫婦快樂的過每一天，也希望每位求診的病友經過診治之後，也可以快樂的過每一天。",柯文哲 added 2 new photos.,21255,126
2015-04-18 05:24:08+00:00,136845026417486_602321799869804,"謝謝兩位副市長的說明，希望讓更多市民理解市府重視公安的問題。

承載許多夢想的大巨蛋，不應該暗藏危機。沒有公安，沒有營運。",,23494,650
2015-04-17 06:29:58+00:00,136845026417486_602024386566212,"我希望臺北是一座文化城市，文化是生活一切的總合，食、衣、住、行、育、樂，都是市民生活文化的一部份。「全民參與」是我的政治理念，在文化方面也可以做到。

臺北市立國樂團全新的虛擬樂團企畫《嗡嗡嗡變奏曲》，向市民徵集創作影片。透過大家耳熟能詳的《小蜜蜂》及《大黃蜂的飛行》為主題分享，每位市民依照指示錄下一段影片並且上傳，即可完成集體創作。

臺北市立國樂團的《嗡嗡嗡變奏曲》集結眾人的創意，創造一個全新且專屬臺北市的作品。臺北是一座充滿創作能量以及藝文氣息的城市，我先來拋磚引玉，請大家一起來創作與演奏，用不同的角度詮釋臺北。

《嗡嗡嗡變奏曲》影像徵件活動詳情請上：http://www.tco.gov.taipei/ct.asp?xItem=100925995&ctNode=16867&mp=119041",,19480,821
2015-04-16 11:00:54+00:00,136845026417486_601718839930100,"大巨蛋受社會矚目，臺北市政府負起公安責任，林欽榮副市長召集的「大巨蛋安全體檢專案小組」以務實、嚴謹的態度，今日公開「大巨蛋安全體檢報告」，讓大眾可以了解相關訊息。報告中提出五大關鍵問題：1.建築量體過大導致災害風險劇增；2.商場與巨蛋共構造成安全危機；3.各棟地下停車場連通，災害易蔓延擴散；4.戶外空間無法容納所有逃生民眾；5.消防救災無法進行。

大巨蛋位在臺北市鬧區，且可容納十多萬人，疏散不易。政府的施政必須對人民負責，人民的生命安全則是首要考量。遠雄先前提出的安檢報告並未考量全區安全，及各種災害發生時對巨蛋園區人員、建築物的影響。

大巨蛋安全體檢報告：http://www.slideshare.net/huanglutse/1040416-47054114
大巨蛋緊急疏散模擬動畫：http://taipeino1.taipei/play.htm?id=241617&vcid=84",,27697,948
2015-04-15 10:46:49+00:00,136845026417486_601362366632414,"2017世界大學運動會是臺北市未來幾年最重要的活動之一，昨天特別邀請謝長廷前院長來臺北市政府專題演講，分享高雄市過去舉辦世界運動會的經驗，並聘請謝前院長擔任市政顧問副總召集人。

謝前院長說，國際賽事的願景就是對內凝聚市民的共識、參與感、榮譽感；對外提升國際能見度，讓世界看見臺灣。2017世大運要能夠激起市民的熱情，才能舉辦成功。

一個成功的活動，要讓市民有參與感、榮譽感，進而串起城市的向心力。臺北是臺灣的臺北，我希望不僅是臺北市民，而是整個臺灣人民都能對2017世大運充滿想像。

「經驗無法複製，但精神可以借用」，謝謝謝前院長的分享，未來大家一起努力讓2017世大運成為一場全民參與的慶典。

謝前院長還在臉書上幫臺北市政府觀光傳播局分享了「2017臺北世大運視覺設計徵選」i-voting，希望每一位看到這個活動的朋友都能幫我們投票並分享到臉書，讓更多人參與2017世大運Logo的決定。

2017臺北世大運官網：http://www.taipei2017.com.tw
世大運Logo i-voting活動網站：http://www.gov.taipei/mp.asp?mp=2017LDC",,11086,118
2015-04-15 05:11:53+00:00,136845026417486_601297746638876,"就任三個月後，臺北市議會正式開議了，我昨天前往市議會提出我第一次的施政報告。民選市長的權力來自於市民的選票，民主制度的設計，藉由行政權和立法權的相互制衡，使民主運轉。因此，面對市議員的監督，我是抱著誠懇的心情面對。我認為在質詢臺與答詢臺的兩端，都是為了民意而存在，既然都是為了民意，我相信市府和市議會一定能在許多不同的意見中，找出民意的最大共識。

很多幕僚在開議前，跟我沙盤推演如何面對議員的質詢。不過我後來的結論還是那句話：「心存善念，盡力而為」。市議員監督市政天經地義，如果市政府有做不好的地方被議員質疑，當然就要改正。而且，每一位議員來自不同的選區，尤其資深的議員對於地方事務比我還了解，透過議員的質詢，協助市府調整政策更加貼近市民的需求，可提升市政品質。 

昨天市議會的網路線上轉播收看人數達六千多人，我想，公民社會也很關注台北市的府會運作。「開放政府，全民參與」，希望公民社會也一起監督我們，讓我們可以做得更好。

不管是行政首長還是民意代表，我們的權力都是來自於人民的賦予，謙卑的面對權力，誠懇的接受監督，期盼市府和議會能夠在這會期順利推動相關議案，攜手讓台北變成更好的台北。

今天下午兩點市議會轉播網址：http://video.tcc.gov.tw/",,33706,516
2015-04-13 10:52:16+00:00,136845026417486_600706036698047,"最近收到一份特別的禮物——來自公館國小的「小田園」。一個月前我到公館國小參觀小朋友的菜園，並種下了一排紅蔥頭，如今已經長成漂亮的紅蔥。

我種紅蔥頭那塊田的「小田園主人」，替我細心照顧，採收後附上一張卡片送給我。讀著這張字跡稚嫩的卡片，我想起那天孩子們天真的笑顏、專注地種植作物的神情，他們最能感受自己耕耘、自己收穫的快樂。

我將這把紅蔥送給了想做蔥油餅的幕僚，慰勞他平時跟著我嗡嗡嗡的辛勞！",,37888,346
2015-04-10 13:01:32+00:00,136845026417486_599742746794376,"臺中捷運工地意外，臺北市政府捷運局是代辦單位，無論如何，北市府會負起責任。現階段，先全力搶救傷者並配合檢察官勘驗，捷運局同仁已在現場全力處理，後續復原工作與檢討報告也會盡速進行。

我代表北市府向因意外傷亡的臺中市民與家屬致意，我們會盡全力協助善後工作。",,52715,694
2015-04-09 14:10:58+00:00,136845026417486_599443966824254,"你28歲的時候在做什麼？

馬玉如28歲時創辦了Give543贈物網，以創意、愛心和熱情建立了這個網路平臺，把人們不要的東西，轉贈給有需要的人。

一年前我見到馬玉如，還在想這個網站能撐多久？然而今天臺北市政府社會局所屬的40個單位，已經正式加入Give543贈物網，協助把物資轉送弱勢團體及個人。

臺灣的社會福利事業不可能由政府獨力完成，而是要以社會企業的方式才能永續經營。政府會提供必要的協助，未來環保局的回收業務，也會與Give543贈物網結合，以行動支持年輕人的創意、愛心和熱情。

Give543贈物網：http://give543.com",,19734,709
